训练次数：10, Loss: 0.11542157083749771
训练次数：6410, Loss: 0.046585261821746826
训练次数：6420, Loss: 0.10238493233919144
训练次数：6430, Loss: 0.05277921259403229
训练次数：6440, Loss: 0.04600099101662636
训练次数：6450, Loss: 0.05539252236485481
训练次数：6460, Loss: 0.06932345032691956
训练次数：6470, Loss: 0.05051431804895401
训练次数：6480, Loss: 0.0599353052675724
训练次数：6490, Loss: 0.030524233356118202
训练次数：6500, Loss: 0.05900892615318298
训练次数：6510, Loss: 0.1454828679561615
训练次数：6520, Loss: 0.18622753024101257
训练次数：6530, Loss: 0.07180576771497726
训练次数：6540, Loss: 0.043434783816337585
训练次数：6550, Loss: 0.051980018615722656
训练次数：6560, Loss: 0.058574408292770386
训练次数：6570, Loss: 0.0468689501285553
训练次数：6580, Loss: 0.051121316850185394
训练次数：6590, Loss: 0.0626269280910492
训练次数：6600, Loss: 0.06412961333990097
训练次数：6610, Loss: 0.047964245080947876
训练次数：6620, Loss: 0.09044618159532547
训练次数：6630, Loss: 0.04608743265271187
训练次数：6640, Loss: 0.05351245030760765
训练次数：6650, Loss: 0.06736302375793457
训练次数：6660, Loss: 0.042703792452812195
训练次数：6670, Loss: 0.036532264202833176
训练次数：6680, Loss: 0.04691614210605621
训练次数：6690, Loss: 0.04297027364373207
训练次数：6700, Loss: 0.15414902567863464
训练次数：6710, Loss: 0.04976358637213707
训练次数：6720, Loss: 0.05697149410843849
训练次数：6730, Loss: 0.03969409689307213
训练次数：6740, Loss: 0.014718675054609776
训练次数：6750, Loss: 0.12866975367069244
训练次数：6760, Loss: 0.09247283637523651
训练次数：6770, Loss: 0.02588232420384884
训练次数：6780, Loss: 0.03987262770533562
训练次数：6790, Loss: 0.04353054612874985
训练次数：6800, Loss: 0.06307370960712433
训练次数：6810, Loss: 0.09928196668624878
训练次数：6820, Loss: 0.044573403894901276
训练次数：6830, Loss: 0.06426911056041718
训练次数：6840, Loss: 0.07032446563243866
训练次数：6850, Loss: 0.033025112003088
训练次数：6860, Loss: 0.03917874023318291
训练次数：6870, Loss: 0.06591341644525528
训练次数：6880, Loss: 0.10045944899320602
训练次数：6890, Loss: 0.05167572572827339
训练次数：6900, Loss: 0.1343037635087967
训练次数：6910, Loss: 0.05384719744324684
训练次数：6920, Loss: 0.040118783712387085
训练次数：6930, Loss: 0.05157453939318657
训练次数：6940, Loss: 0.1496649980545044
训练次数：6950, Loss: 0.0613754540681839
训练次数：6960, Loss: 0.04395657777786255
训练次数：6970, Loss: 0.05041882023215294
训练次数：6980, Loss: 0.04219387099146843
训练次数：6990, Loss: 0.12886838614940643
训练次数：7000, Loss: 0.04936205595731735
训练次数：7010, Loss: 0.02670646831393242
训练次数：7020, Loss: 0.047781169414520264
训练次数：7030, Loss: 0.052626870572566986
训练次数：7040, Loss: 0.06069323793053627
训练次数：7050, Loss: 0.05197597295045853
训练次数：7060, Loss: 0.030799683183431625
训练次数：7070, Loss: 0.06101376563310623
训练次数：7080, Loss: 0.05465158447623253
训练次数：7090, Loss: 0.03992472589015961
训练次数：7100, Loss: 0.10966914147138596
训练次数：7110, Loss: 0.025888754054903984
训练次数：7120, Loss: 0.05534956231713295
训练次数：7130, Loss: 0.042491793632507324
训练次数：7140, Loss: 0.15087760984897614
训练次数：7150, Loss: 0.050123292952775955
训练次数：7160, Loss: 0.06215822696685791
训练次数：7170, Loss: 0.0415734127163887
训练次数：7180, Loss: 0.1389801949262619
训练次数：7190, Loss: 0.15450696647167206
训练次数：7200, Loss: 0.06596952676773071
训练次数：7210, Loss: 0.1820230931043625
训练次数：7220, Loss: 0.07603976875543594
训练次数：7230, Loss: 0.07570096105337143
训练次数：7240, Loss: 0.20788800716400146
训练次数：7250, Loss: 0.07459906488656998
训练次数：7260, Loss: 0.059838782995939255
训练次数：7270, Loss: 0.03654992952942848
训练次数：7280, Loss: 0.03809015080332756
训练次数：7290, Loss: 0.03561273589730263
训练次数：7300, Loss: 0.07526888698339462
训练次数：7310, Loss: 0.053469471633434296
训练次数：7320, Loss: 0.05151987820863724
训练次数：7330, Loss: 0.10644862055778503
训练次数：7340, Loss: 0.09359379857778549
训练次数：7350, Loss: 0.05733738839626312
训练次数：7360, Loss: 0.03514961525797844
训练次数：7370, Loss: 0.06806756556034088
训练次数：7380, Loss: 0.04975070431828499
训练次数：7390, Loss: 0.04505406692624092
训练次数：7400, Loss: 0.059961821883916855
训练次数：7410, Loss: 0.08771785348653793
训练次数：7420, Loss: 0.09098745882511139
训练次数：7430, Loss: 0.06865555793046951
训练次数：7440, Loss: 0.06065449118614197
训练次数：7450, Loss: 0.07867705076932907
训练次数：7460, Loss: 0.051690783351659775
训练次数：7470, Loss: 0.021136527881026268
训练次数：7480, Loss: 0.1619873046875
训练次数：7490, Loss: 0.03658642619848251
训练次数：7500, Loss: 0.03054996021091938
训练次数：7510, Loss: 0.18005862832069397
训练次数：7520, Loss: 0.07104553282260895
训练次数：7530, Loss: 0.03962390869855881
训练次数：7540, Loss: 0.07111111283302307
训练次数：7550, Loss: 0.1622544229030609
训练次数：7560, Loss: 0.07988759130239487
训练次数：7570, Loss: 0.03982788696885109
训练次数：7580, Loss: 0.0899292603135109
训练次数：7590, Loss: 0.0433788001537323
训练次数：7600, Loss: 0.06882786750793457
训练次数：7610, Loss: 0.05280282720923424
训练次数：7620, Loss: 0.11821609735488892
训练次数：7630, Loss: 0.03778976574540138
训练次数：7640, Loss: 0.05519887059926987
训练次数：7650, Loss: 0.017908165231347084
训练次数：7660, Loss: 0.04447675123810768
训练次数：7670, Loss: 0.0429433174431324
训练次数：7680, Loss: 0.0458596795797348
训练次数：7690, Loss: 0.17311108112335205
训练次数：7700, Loss: 0.058167289942502975
训练次数：7710, Loss: 0.03511309623718262
训练次数：7720, Loss: 0.072421595454216
训练次数：7730, Loss: 0.06637595593929291
训练次数：7740, Loss: 0.04886580631136894
训练次数：7750, Loss: 0.04566308483481407
训练次数：7760, Loss: 0.06346681714057922
训练次数：7770, Loss: 0.04189808666706085
训练次数：7780, Loss: 0.08642011135816574
训练次数：7790, Loss: 0.05281038582324982
训练次数：7800, Loss: 0.04110470414161682
训练次数：7810, Loss: 0.04587892070412636
训练次数：7820, Loss: 0.046432048082351685
训练次数：7830, Loss: 0.14170348644256592
训练次数：7840, Loss: 0.10265994817018509
训练次数：7850, Loss: 0.08183562755584717
训练次数：7860, Loss: 0.09716140478849411
训练次数：7870, Loss: 0.0445745512843132
训练次数：7880, Loss: 0.06503991782665253
训练次数：7890, Loss: 0.03329784423112869
训练次数：7900, Loss: 0.04509294033050537
训练次数：7910, Loss: 0.03784588351845741
训练次数：7920, Loss: 0.07163387537002563
训练次数：7930, Loss: 0.1738719642162323
训练次数：7940, Loss: 0.09382922947406769
训练次数：7950, Loss: 0.041912585496902466
训练次数：7960, Loss: 0.08315934985876083
训练次数：7970, Loss: 0.07353094220161438
训练次数：7980, Loss: 0.09203937649726868
训练次数：7990, Loss: 0.04053719341754913
训练次数：8000, Loss: 0.07524853199720383
训练次数：8010, Loss: 0.035300444811582565
训练次数：8020, Loss: 0.048526179045438766
训练次数：8030, Loss: 0.04682564735412598
训练次数：8040, Loss: 0.11865013837814331
训练次数：8050, Loss: 0.026416972279548645
训练次数：8060, Loss: 0.1724284291267395
训练次数：8070, Loss: 0.09246136993169785
训练次数：8080, Loss: 0.09036778658628464
训练次数：8090, Loss: 0.03854506090283394
训练次数：8100, Loss: 0.03246704861521721
训练次数：8110, Loss: 0.12248777598142624
训练次数：8120, Loss: 0.08547624200582504
训练次数：8130, Loss: 0.05680322274565697
训练次数：8140, Loss: 0.16613122820854187
训练次数：8150, Loss: 0.06733119487762451
训练次数：8160, Loss: 0.02052392065525055
训练次数：8170, Loss: 0.04860753193497658
训练次数：8180, Loss: 0.04573986306786537
训练次数：8190, Loss: 0.043520018458366394
训练次数：8200, Loss: 0.042451903223991394
训练次数：8210, Loss: 0.08212896436452866
训练次数：8220, Loss: 0.0676034465432167
训练次数：8230, Loss: 0.044843997806310654
训练次数：8240, Loss: 0.047942791134119034
训练次数：8250, Loss: 0.09398101270198822
训练次数：8260, Loss: 0.05079760029911995
训练次数：8270, Loss: 0.033849086612463
训练次数：8280, Loss: 0.18148262798786163
训练次数：8290, Loss: 0.0593981109559536
训练次数：8300, Loss: 0.041470278054475784
训练次数：8310, Loss: 0.09397955983877182
训练次数：8320, Loss: 0.019928906112909317
训练次数：8330, Loss: 0.07634638994932175
训练次数：8340, Loss: 0.043605685234069824
训练次数：8350, Loss: 0.07270757853984833
训练次数：8360, Loss: 0.02821212075650692
训练次数：8370, Loss: 0.048262085765600204
训练次数：8380, Loss: 0.04810645803809166
训练次数：8390, Loss: 0.13063743710517883
训练次数：8400, Loss: 0.040757257491350174
训练次数：8410, Loss: 0.046894773840904236
训练次数：8420, Loss: 0.06267697364091873
训练次数：8430, Loss: 0.061487894505262375
训练次数：8440, Loss: 0.06088356301188469
训练次数：8450, Loss: 0.15994927287101746
训练次数：8460, Loss: 0.09208395332098007
训练次数：8470, Loss: 0.03930995240807533
训练次数：8480, Loss: 0.06155969202518463
训练次数：8490, Loss: 0.1433527022600174
训练次数：8500, Loss: 0.028489334508776665
训练次数：8510, Loss: 0.03857877105474472
训练次数：8520, Loss: 0.12471432983875275
训练次数：8530, Loss: 0.04282248020172119
训练次数：8540, Loss: 0.1384907364845276
训练次数：8550, Loss: 0.0385894812643528
训练次数：8560, Loss: 0.0698201134800911
训练次数：8570, Loss: 0.04202715680003166
训练次数：8580, Loss: 0.05478983744978905
训练次数：8590, Loss: 0.03200632333755493
训练次数：8600, Loss: 0.024367015808820724
训练次数：8610, Loss: 0.040273360908031464
训练次数：8620, Loss: 0.10576456040143967
训练次数：8630, Loss: 0.11330529302358627
训练次数：8640, Loss: 0.05446469783782959
训练次数：8650, Loss: 0.05557800084352493
训练次数：8660, Loss: 0.055379629135131836
训练次数：8670, Loss: 0.0488421805202961
训练次数：8680, Loss: 0.028842780739068985
训练次数：8690, Loss: 0.0353558249771595
训练次数：8700, Loss: 0.062473807483911514
训练次数：8710, Loss: 0.1273871511220932
训练次数：8720, Loss: 0.04571220651268959
训练次数：8730, Loss: 0.03127088025212288
训练次数：8740, Loss: 0.02799457311630249
训练次数：8750, Loss: 0.04647058621048927
训练次数：8760, Loss: 0.04495831951498985
训练次数：8770, Loss: 0.07613133639097214
训练次数：8780, Loss: 0.07357507199048996
训练次数：8790, Loss: 0.05861515924334526
训练次数：8800, Loss: 0.05968347191810608
训练次数：8810, Loss: 0.054900430142879486
训练次数：8820, Loss: 0.09370549768209457
训练次数：8830, Loss: 0.2285660207271576
训练次数：8840, Loss: 0.09226290136575699
训练次数：8850, Loss: 0.041494254022836685
训练次数：8860, Loss: 0.09550590813159943
训练次数：8870, Loss: 0.04186296835541725
训练次数：8880, Loss: 0.08818864077329636
训练次数：8890, Loss: 0.026743829250335693
训练次数：8900, Loss: 0.17680372297763824
训练次数：8910, Loss: 0.04850958660244942
训练次数：8920, Loss: 0.04897792264819145
训练次数：8930, Loss: 0.060843098908662796
训练次数：8940, Loss: 0.0695250928401947
训练次数：8950, Loss: 0.05511989817023277
训练次数：8960, Loss: 0.0540553480386734
训练次数：8970, Loss: 0.05000447854399681
训练次数：8980, Loss: 0.044535908848047256
训练次数：8990, Loss: 0.053964827209711075
训练次数：9000, Loss: 0.06295568495988846
训练次数：9010, Loss: 0.0789182111620903
训练次数：9020, Loss: 0.030805140733718872
训练次数：9030, Loss: 0.0740060955286026
训练次数：9040, Loss: 0.07863163203001022
训练次数：9050, Loss: 0.0585147999227047
训练次数：9060, Loss: 0.06641855835914612
训练次数：9070, Loss: 0.05221272632479668
训练次数：9080, Loss: 0.03914865106344223
训练次数：9090, Loss: 0.04913363978266716
训练次数：9100, Loss: 0.04282919317483902
训练次数：9110, Loss: 0.05445298179984093
训练次数：9120, Loss: 0.047698553651571274
训练次数：9130, Loss: 0.05687711015343666
训练次数：9140, Loss: 0.059118859469890594
训练次数：9150, Loss: 0.11316075921058655
训练次数：9160, Loss: 0.0802697017788887
训练次数：9170, Loss: 0.06424874067306519
训练次数：9180, Loss: 0.20419028401374817
训练次数：9190, Loss: 0.03289571776986122
训练次数：9200, Loss: 0.03281775861978531
训练次数：9210, Loss: 0.0675349086523056
训练次数：9220, Loss: 0.0547056570649147
训练次数：9230, Loss: 0.03234752267599106
训练次数：9240, Loss: 0.08023729920387268
训练次数：9250, Loss: 0.07477641105651855
训练次数：9260, Loss: 0.05065729096531868
训练次数：9270, Loss: 0.05544624105095863
训练次数：9280, Loss: 0.09727916866540909
训练次数：9290, Loss: 0.061796288937330246
训练次数：9300, Loss: 0.031988538801670074
训练次数：9310, Loss: 0.06278010457754135
训练次数：9320, Loss: 0.10373908281326294
训练次数：9330, Loss: 0.034514639526605606
训练次数：9340, Loss: 0.036303479224443436
训练次数：9350, Loss: 0.09171118587255478
训练次数：9360, Loss: 0.10450711846351624
训练次数：9370, Loss: 0.055029645562171936
训练次数：9380, Loss: 0.11058513075113297
训练次数：9390, Loss: 0.03962758928537369
训练次数：9400, Loss: 0.06358646601438522
训练次数：9410, Loss: 0.09962154924869537
训练次数：9420, Loss: 0.09495861083269119
训练次数：9430, Loss: 0.12355755269527435
训练次数：9440, Loss: 0.07121337205171585
训练次数：9450, Loss: 0.04254800081253052
训练次数：9460, Loss: 0.06110939756035805
训练次数：9470, Loss: 0.05855181813240051
训练次数：9480, Loss: 0.04977766051888466
训练次数：9490, Loss: 0.07594809681177139
训练次数：9500, Loss: 0.09672998636960983
训练次数：9510, Loss: 0.08193129301071167
训练次数：9520, Loss: 0.04663412645459175
训练次数：9530, Loss: 0.038293395191431046
训练次数：9540, Loss: 0.10474307835102081
训练次数：9550, Loss: 0.056534867733716965
训练次数：9560, Loss: 0.042082320898771286
训练次数：9570, Loss: 0.038900528103113174
训练次数：9580, Loss: 0.08677341789007187
训练次数：9590, Loss: 0.04736311733722687
训练次数：9600, Loss: 0.03199482336640358
训练次数：9610, Loss: 0.041243962943553925
训练次数：9620, Loss: 0.05523146688938141
训练次数：9630, Loss: 0.052469924092292786
训练次数：9640, Loss: 0.06667041033506393
训练次数：9650, Loss: 0.038675472140312195
训练次数：9660, Loss: 0.05779726803302765
训练次数：9670, Loss: 0.20324914157390594
训练次数：9680, Loss: 0.2192077338695526
训练次数：9690, Loss: 0.05653250962495804
训练次数：9700, Loss: 0.05708114430308342
训练次数：9710, Loss: 0.06384024769067764
训练次数：9720, Loss: 0.17202743887901306
训练次数：9730, Loss: 0.0728791132569313
训练次数：9740, Loss: 0.036149218678474426
训练次数：9750, Loss: 0.10852939635515213
训练次数：9760, Loss: 0.056394658982753754
训练次数：9770, Loss: 0.06322155892848969
训练次数：9780, Loss: 0.04983256012201309
训练次数：9790, Loss: 0.0998402088880539
训练次数：9800, Loss: 0.04050175100564957
训练次数：9810, Loss: 0.10815417766571045
训练次数：9820, Loss: 0.08669984340667725
训练次数：9830, Loss: 0.11183898895978928
训练次数：9840, Loss: 0.19041526317596436
训练次数：9850, Loss: 0.08458077162504196
训练次数：9860, Loss: 0.06791919469833374
训练次数：9870, Loss: 0.08470892906188965
训练次数：9880, Loss: 0.11362956464290619
训练次数：9890, Loss: 0.05434829369187355
训练次数：9900, Loss: 0.05820360407233238
训练次数：9910, Loss: 0.0590384267270565
训练次数：9920, Loss: 0.16985559463500977
训练次数：9930, Loss: 0.08168376982212067
训练次数：9940, Loss: 0.06444861739873886
训练次数：9950, Loss: 0.03555148467421532
训练次数：9960, Loss: 0.08805760741233826
训练次数：9970, Loss: 0.03523840010166168
训练次数：9980, Loss: 0.028346074745059013
训练次数：9990, Loss: 0.0777590274810791
训练次数：10000, Loss: 0.04069291427731514
训练次数：10010, Loss: 0.04041706770658493
训练次数：10020, Loss: 0.055526260286569595
训练次数：10030, Loss: 0.07838108390569687
训练次数：10040, Loss: 0.1194634959101677
训练次数：10050, Loss: 0.09406569600105286
训练次数：10060, Loss: 0.06169150769710541
训练次数：10070, Loss: 0.04002055898308754
训练次数：10080, Loss: 0.044959720224142075
训练次数：10090, Loss: 0.08583468198776245
训练次数：10100, Loss: 0.08944661915302277
训练次数：10110, Loss: 0.05041550099849701
训练次数：10120, Loss: 0.029904725030064583
训练次数：10130, Loss: 0.07324180752038956
训练次数：10140, Loss: 0.07824453711509705
训练次数：10150, Loss: 0.05485111102461815
训练次数：10160, Loss: 0.12030299752950668
训练次数：10170, Loss: 0.04476519301533699
训练次数：10180, Loss: 0.03648551180958748
训练次数：10190, Loss: 0.03610249236226082
训练次数：10200, Loss: 0.06403537839651108
训练次数：10210, Loss: 0.07982821762561798
训练次数：10220, Loss: 0.04046768322587013
训练次数：10230, Loss: 0.054174162447452545
训练次数：10240, Loss: 0.0796586126089096
训练次数：10250, Loss: 0.031663678586483
训练次数：10260, Loss: 0.030653808265924454
训练次数：10270, Loss: 0.06940844655036926
训练次数：10280, Loss: 0.17853932082653046
训练次数：10290, Loss: 0.11633212119340897
训练次数：10300, Loss: 0.0804404616355896
训练次数：10310, Loss: 0.032780710607767105
训练次数：10320, Loss: 0.10939861834049225
训练次数：10330, Loss: 0.054315365850925446
训练次数：10340, Loss: 0.14032571017742157
训练次数：10350, Loss: 0.1284526139497757
训练次数：10360, Loss: 0.041340090334415436
训练次数：10370, Loss: 0.0352494902908802
训练次数：10380, Loss: 0.03222113475203514
训练次数：10390, Loss: 0.07138209044933319
训练次数：10400, Loss: 0.05703141167759895
训练次数：10410, Loss: 0.16891741752624512
训练次数：10420, Loss: 0.04305687174201012
训练次数：10430, Loss: 0.0827055275440216
训练次数：10440, Loss: 0.04165881499648094
训练次数：10450, Loss: 0.0902656763792038
训练次数：10460, Loss: 0.040426988154649734
训练次数：10470, Loss: 0.05898616090416908
训练次数：10480, Loss: 0.03212827816605568
训练次数：10490, Loss: 0.0433906614780426
训练次数：10500, Loss: 0.04218195006251335
训练次数：10510, Loss: 0.037560321390628815
训练次数：10520, Loss: 0.0755281075835228
训练次数：10530, Loss: 0.11715181916952133
训练次数：10540, Loss: 0.02305379882454872
训练次数：10550, Loss: 0.027590205892920494
训练次数：10560, Loss: 0.08123805373907089
训练次数：10570, Loss: 0.044549886137247086
训练次数：10580, Loss: 0.07046151906251907
训练次数：10590, Loss: 0.07794813811779022
训练次数：10600, Loss: 0.03283306956291199
训练次数：10610, Loss: 0.1597638577222824
训练次数：10620, Loss: 0.04448999837040901
训练次数：10630, Loss: 0.04436437040567398
训练次数：10640, Loss: 0.025780068710446358
训练次数：10650, Loss: 0.036639418452978134
训练次数：10660, Loss: 0.035847023129463196
训练次数：10670, Loss: 0.06605923175811768
训练次数：10680, Loss: 0.04677477478981018
训练次数：10690, Loss: 0.1290278434753418
训练次数：10700, Loss: 0.043779026716947556
训练次数：10710, Loss: 0.06493303179740906
训练次数：10720, Loss: 0.15644888579845428
训练次数：10730, Loss: 0.04056014493107796
训练次数：10740, Loss: 0.05723647400736809
训练次数：10750, Loss: 0.07656774669885635
训练次数：10760, Loss: 0.05435860902070999
训练次数：10770, Loss: 0.13262544572353363
训练次数：10780, Loss: 0.030338671058416367
训练次数：10790, Loss: 0.041256148368120193
训练次数：10800, Loss: 0.09852973371744156
训练次数：10810, Loss: 0.08726967871189117
训练次数：10820, Loss: 0.035976164042949677
训练次数：10830, Loss: 0.05008718743920326
训练次数：10840, Loss: 0.07915322482585907
训练次数：10850, Loss: 0.042942505329847336
训练次数：10860, Loss: 0.10152868181467056
训练次数：10870, Loss: 0.051090043038129807
训练次数：10880, Loss: 0.0665992721915245
训练次数：10890, Loss: 0.17495743930339813
训练次数：10900, Loss: 0.031334828585386276
训练次数：10910, Loss: 0.0482073612511158
训练次数：10920, Loss: 0.1389847993850708
训练次数：10930, Loss: 0.03620196133852005
训练次数：10940, Loss: 0.044328365474939346
训练次数：10950, Loss: 0.034954383969306946
训练次数：10960, Loss: 0.05176970735192299
训练次数：10970, Loss: 0.24927754700183868
训练次数：10980, Loss: 0.19629791378974915
训练次数：10990, Loss: 0.029194142669439316
训练次数：11000, Loss: 0.04950397089123726
训练次数：11010, Loss: 0.03849266469478607
训练次数：11020, Loss: 0.02369779348373413
训练次数：11030, Loss: 0.04893222451210022
训练次数：11040, Loss: 0.033476248383522034
训练次数：11050, Loss: 0.17786206305027008
训练次数：11060, Loss: 0.07292726635932922
训练次数：11070, Loss: 0.05938596650958061
训练次数：11080, Loss: 0.1080111488699913
训练次数：11090, Loss: 0.1686025857925415
训练次数：11100, Loss: 0.07760678231716156
训练次数：11110, Loss: 0.03097204677760601
训练次数：11120, Loss: 0.17366105318069458
训练次数：11130, Loss: 0.1935170739889145
训练次数：11140, Loss: 0.05972185730934143
训练次数：11150, Loss: 0.07607904821634293
训练次数：11160, Loss: 0.048912692815065384
训练次数：11170, Loss: 0.09314697980880737
训练次数：11180, Loss: 0.06152217835187912
训练次数：11190, Loss: 0.09277638047933578
训练次数：11200, Loss: 0.14535938203334808
训练次数：11210, Loss: 0.0728628933429718
训练次数：11220, Loss: 0.0575941726565361
训练次数：11230, Loss: 0.0422288179397583
训练次数：11240, Loss: 0.0574665330350399
训练次数：11250, Loss: 0.04599590599536896
训练次数：11260, Loss: 0.062473323196172714
训练次数：11270, Loss: 0.05662913993000984
训练次数：11280, Loss: 0.038591351360082626
训练次数：11290, Loss: 0.11919626593589783
训练次数：11300, Loss: 0.03866339102387428
训练次数：11310, Loss: 0.048124294728040695
训练次数：11320, Loss: 0.034730371087789536
训练次数：11330, Loss: 0.040503695607185364
训练次数：11340, Loss: 0.040847767144441605
训练次数：11350, Loss: 0.07591778039932251
训练次数：11360, Loss: 0.26798951625823975
训练次数：11370, Loss: 0.053470924496650696
训练次数：11380, Loss: 0.08653271198272705
训练次数：11390, Loss: 0.2464991807937622
训练次数：11400, Loss: 0.06411214172840118
训练次数：11410, Loss: 0.07506552338600159
训练次数：11420, Loss: 0.061900194734334946
训练次数：11430, Loss: 0.04089246690273285
训练次数：11440, Loss: 0.11844149231910706
训练次数：11450, Loss: 0.0520019568502903
训练次数：11460, Loss: 0.025143805891275406
训练次数：11470, Loss: 0.06381110101938248
训练次数：11480, Loss: 0.030643215402960777
训练次数：11490, Loss: 0.18035592138767242
训练次数：11500, Loss: 0.04947034269571304
训练次数：11510, Loss: 0.07172740250825882
训练次数：11520, Loss: 0.03457636013627052
训练次数：11530, Loss: 0.04788590595126152
训练次数：11540, Loss: 0.05160656198859215
训练次数：11550, Loss: 0.06545282900333405
训练次数：11560, Loss: 0.10955844074487686
训练次数：11570, Loss: 0.0629923865199089
训练次数：11580, Loss: 0.04326030984520912
训练次数：11590, Loss: 0.02482626400887966
训练次数：11600, Loss: 0.03221641108393669
训练次数：11610, Loss: 0.1524960994720459
训练次数：11620, Loss: 0.06377214938402176
训练次数：11630, Loss: 0.08111539483070374
训练次数：11640, Loss: 0.06127960607409477
训练次数：11650, Loss: 0.12934166193008423
训练次数：11660, Loss: 0.05459126830101013
训练次数：11670, Loss: 0.04790735989809036
训练次数：11680, Loss: 0.07974521070718765
训练次数：11690, Loss: 0.05543680861592293
训练次数：11700, Loss: 0.19516359269618988
训练次数：11710, Loss: 0.07882152497768402
训练次数：11720, Loss: 0.03819248080253601
训练次数：11730, Loss: 0.14025261998176575
训练次数：11740, Loss: 0.07650244235992432
训练次数：11750, Loss: 0.033384837210178375
训练次数：11760, Loss: 0.044083405286073685
训练次数：11770, Loss: 0.0756242424249649
训练次数：11780, Loss: 0.028788438066840172
训练次数：11790, Loss: 0.06932789087295532
训练次数：11800, Loss: 0.03505996987223625
训练次数：11810, Loss: 0.050426989793777466
训练次数：11820, Loss: 0.04302509129047394
训练次数：11830, Loss: 0.059228576719760895
训练次数：11840, Loss: 0.05822617560625076
训练次数：11850, Loss: 0.054284028708934784
训练次数：11860, Loss: 0.04784344136714935
训练次数：11870, Loss: 0.29118770360946655
训练次数：11880, Loss: 0.16910047829151154
训练次数：11890, Loss: 0.039497122168540955
训练次数：11900, Loss: 0.05237404257059097
训练次数：11910, Loss: 0.16951029002666473
训练次数：11920, Loss: 0.0808459222316742
训练次数：11930, Loss: 0.048217978328466415
训练次数：11940, Loss: 0.09362173080444336
训练次数：11950, Loss: 0.07006131857633591
训练次数：11960, Loss: 0.052404243499040604
训练次数：11970, Loss: 0.034193653613328934
训练次数：11980, Loss: 0.09361514449119568
训练次数：11990, Loss: 0.0384967178106308
训练次数：12000, Loss: 0.042267631739377975
训练次数：12010, Loss: 0.09923157095909119
训练次数：12020, Loss: 0.09172452986240387
训练次数：12030, Loss: 0.030900785699486732
训练次数：12040, Loss: 0.03325018286705017
训练次数：12050, Loss: 0.15243110060691833
训练次数：12060, Loss: 0.05540823936462402
训练次数：12070, Loss: 0.03663122281432152
训练次数：12080, Loss: 0.16197369992733002
训练次数：12090, Loss: 0.10322614014148712
训练次数：12100, Loss: 0.07424089312553406
训练次数：12110, Loss: 0.061557963490486145
训练次数：12120, Loss: 0.047254785895347595
训练次数：12130, Loss: 0.05301807075738907
训练次数：12140, Loss: 0.04996844381093979
训练次数：12150, Loss: 0.05943675339221954
训练次数：12160, Loss: 0.05230291187763214
训练次数：12170, Loss: 0.1546889692544937
训练次数：12180, Loss: 0.031712159514427185
训练次数：12190, Loss: 0.0423780158162117
训练次数：12200, Loss: 0.21432892978191376
训练次数：12210, Loss: 0.09633078426122665
训练次数：12220, Loss: 0.08145669102668762
训练次数：12230, Loss: 0.03902565687894821
训练次数：12240, Loss: 0.03921644762158394
训练次数：12250, Loss: 0.09003946930170059
训练次数：12260, Loss: 0.14649581909179688
训练次数：12270, Loss: 0.07350028306245804
训练次数：12280, Loss: 0.06787817180156708
训练次数：12290, Loss: 0.05969555675983429
训练次数：12300, Loss: 0.07707104831933975
训练次数：12310, Loss: 0.04644658789038658
训练次数：12320, Loss: 0.13126669824123383
训练次数：12330, Loss: 0.14883580803871155
训练次数：12340, Loss: 0.06777563691139221
训练次数：12350, Loss: 0.03356347978115082
训练次数：12360, Loss: 0.14430949091911316
训练次数：12370, Loss: 0.05352972075343132
训练次数：12380, Loss: 0.05559810996055603
训练次数：12390, Loss: 0.06548365950584412
训练次数：12400, Loss: 0.04668327048420906
训练次数：12410, Loss: 0.04124508425593376
训练次数：12420, Loss: 0.029683662578463554
训练次数：12430, Loss: 0.04681453853845596
训练次数：12440, Loss: 0.17962400615215302
训练次数：12450, Loss: 0.03280789777636528
训练次数：12460, Loss: 0.04479366913437843
训练次数：12470, Loss: 0.039274316281080246
训练次数：12480, Loss: 0.051952771842479706
训练次数：12490, Loss: 0.09257519245147705
训练次数：12500, Loss: 0.05328037217259407
训练次数：12510, Loss: 0.0572105310857296
训练次数：12520, Loss: 0.04934840649366379
训练次数：12530, Loss: 0.04958769306540489
训练次数：12540, Loss: 0.08326882123947144
训练次数：12550, Loss: 0.06260368227958679
训练次数：12560, Loss: 0.06783086061477661
训练次数：12570, Loss: 0.06947224587202072
训练次数：12580, Loss: 0.04301132261753082
训练次数：12590, Loss: 0.051390551030635834
训练次数：12600, Loss: 0.054013486951589584
训练次数：12610, Loss: 0.10612674802541733
训练次数：12620, Loss: 0.034128304570913315
训练次数：12630, Loss: 0.03806087002158165
训练次数：12640, Loss: 0.07579769194126129
训练次数：12650, Loss: 0.048742227256298065
训练次数：12660, Loss: 0.03958963230252266
训练次数：12670, Loss: 0.09078746289014816
训练次数：12680, Loss: 0.07443124800920486
训练次数：12690, Loss: 0.03274388611316681
训练次数：12700, Loss: 0.048282891511917114
训练次数：12710, Loss: 0.06080060079693794
训练次数：12720, Loss: 0.08317027240991592
训练次数：12730, Loss: 0.033766571432352066
训练次数：12740, Loss: 0.02951887995004654
训练次数：12750, Loss: 0.06480056792497635
