训练次数：10, Loss: 1.7738467454910278
训练次数：19070, Loss: nan
训练次数：19080, Loss: nan
训练次数：19090, Loss: nan
训练次数：19100, Loss: nan
训练次数：19110, Loss: nan
训练次数：19120, Loss: nan
训练次数：19130, Loss: nan
训练次数：19140, Loss: nan
训练次数：19150, Loss: nan
训练次数：19160, Loss: nan
训练次数：19170, Loss: nan
训练次数：19180, Loss: nan
训练次数：19190, Loss: nan
训练次数：19200, Loss: nan
训练次数：19210, Loss: nan
训练次数：19220, Loss: nan
训练次数：19230, Loss: nan
训练次数：19240, Loss: nan
训练次数：19250, Loss: nan
训练次数：19260, Loss: nan
训练次数：19270, Loss: nan
训练次数：19280, Loss: nan
训练次数：19290, Loss: nan
训练次数：19300, Loss: nan
训练次数：19310, Loss: nan
训练次数：19320, Loss: nan
训练次数：19330, Loss: nan
训练次数：19340, Loss: nan
训练次数：19350, Loss: nan
训练次数：19360, Loss: nan
训练次数：19370, Loss: nan
训练次数：19380, Loss: nan
训练次数：19390, Loss: nan
训练次数：19400, Loss: nan
训练次数：19410, Loss: nan
训练次数：19420, Loss: nan
训练次数：19430, Loss: nan
训练次数：19440, Loss: nan
训练次数：19450, Loss: nan
训练次数：19460, Loss: nan
训练次数：19470, Loss: nan
训练次数：19480, Loss: nan
训练次数：19490, Loss: nan
训练次数：19500, Loss: nan
训练次数：19510, Loss: nan
训练次数：19520, Loss: nan
训练次数：19530, Loss: nan
训练次数：19540, Loss: nan
训练次数：19550, Loss: nan
训练次数：19560, Loss: nan
训练次数：19570, Loss: nan
训练次数：19580, Loss: nan
训练次数：19590, Loss: nan
训练次数：19600, Loss: nan
训练次数：19610, Loss: nan
训练次数：19620, Loss: nan
训练次数：19630, Loss: nan
训练次数：19640, Loss: nan
训练次数：19650, Loss: nan
训练次数：19660, Loss: nan
训练次数：19670, Loss: nan
训练次数：19680, Loss: nan
训练次数：19690, Loss: nan
训练次数：19700, Loss: nan
训练次数：19710, Loss: nan
训练次数：19720, Loss: nan
训练次数：19730, Loss: nan
训练次数：19740, Loss: nan
训练次数：19750, Loss: nan
训练次数：19760, Loss: nan
训练次数：19770, Loss: nan
训练次数：19780, Loss: nan
训练次数：19790, Loss: nan
训练次数：19800, Loss: nan
训练次数：19810, Loss: nan
训练次数：19820, Loss: nan
训练次数：19830, Loss: nan
训练次数：19840, Loss: nan
训练次数：19850, Loss: nan
训练次数：19860, Loss: nan
训练次数：19870, Loss: nan
训练次数：19880, Loss: nan
训练次数：19890, Loss: nan
训练次数：19900, Loss: nan
训练次数：19910, Loss: nan
训练次数：19920, Loss: nan
训练次数：19930, Loss: nan
训练次数：19940, Loss: nan
训练次数：19950, Loss: nan
训练次数：19960, Loss: nan
训练次数：19970, Loss: nan
训练次数：19980, Loss: nan
训练次数：19990, Loss: nan
训练次数：20000, Loss: nan
训练次数：20010, Loss: nan
训练次数：20020, Loss: nan
训练次数：20030, Loss: nan
训练次数：20040, Loss: nan
训练次数：20050, Loss: nan
训练次数：20060, Loss: nan
训练次数：20070, Loss: nan
训练次数：20080, Loss: nan
训练次数：20090, Loss: nan
训练次数：20100, Loss: nan
训练次数：20110, Loss: nan
训练次数：20120, Loss: nan
训练次数：20130, Loss: nan
训练次数：20140, Loss: nan
训练次数：20150, Loss: nan
训练次数：20160, Loss: nan
训练次数：20170, Loss: nan
训练次数：20180, Loss: nan
训练次数：20190, Loss: nan
训练次数：20200, Loss: nan
训练次数：20210, Loss: nan
训练次数：20220, Loss: nan
训练次数：20230, Loss: nan
训练次数：20240, Loss: nan
训练次数：20250, Loss: nan
训练次数：20260, Loss: nan
训练次数：20270, Loss: nan
训练次数：20280, Loss: nan
训练次数：20290, Loss: nan
训练次数：20300, Loss: nan
训练次数：20310, Loss: nan
训练次数：20320, Loss: nan
训练次数：20330, Loss: nan
训练次数：20340, Loss: nan
训练次数：20350, Loss: nan
训练次数：20360, Loss: nan
训练次数：20370, Loss: nan
训练次数：20380, Loss: nan
训练次数：20390, Loss: nan
训练次数：20400, Loss: nan
训练次数：20410, Loss: nan
训练次数：20420, Loss: nan
训练次数：20430, Loss: nan
训练次数：20440, Loss: nan
训练次数：20450, Loss: nan
训练次数：20460, Loss: nan
训练次数：20470, Loss: nan
训练次数：20480, Loss: nan
训练次数：20490, Loss: nan
训练次数：20500, Loss: nan
训练次数：20510, Loss: nan
训练次数：20520, Loss: nan
训练次数：20530, Loss: nan
训练次数：20540, Loss: nan
训练次数：20550, Loss: nan
训练次数：20560, Loss: nan
训练次数：20570, Loss: nan
训练次数：20580, Loss: nan
训练次数：20590, Loss: nan
训练次数：20600, Loss: nan
训练次数：20610, Loss: nan
训练次数：20620, Loss: nan
训练次数：20630, Loss: nan
训练次数：20640, Loss: nan
训练次数：20650, Loss: nan
训练次数：20660, Loss: nan
训练次数：20670, Loss: nan
训练次数：20680, Loss: nan
训练次数：20690, Loss: nan
训练次数：20700, Loss: nan
训练次数：20710, Loss: nan
训练次数：20720, Loss: nan
训练次数：20730, Loss: nan
训练次数：20740, Loss: nan
训练次数：20750, Loss: nan
训练次数：20760, Loss: nan
训练次数：20770, Loss: nan
训练次数：20780, Loss: nan
训练次数：20790, Loss: nan
训练次数：20800, Loss: nan
训练次数：20810, Loss: nan
训练次数：20820, Loss: nan
训练次数：20830, Loss: nan
训练次数：20840, Loss: nan
训练次数：20850, Loss: nan
训练次数：20860, Loss: nan
训练次数：20870, Loss: nan
训练次数：20880, Loss: nan
训练次数：20890, Loss: nan
训练次数：20900, Loss: nan
训练次数：20910, Loss: nan
训练次数：20920, Loss: nan
训练次数：20930, Loss: nan
训练次数：20940, Loss: nan
训练次数：20950, Loss: nan
训练次数：20960, Loss: nan
训练次数：20970, Loss: nan
训练次数：20980, Loss: nan
训练次数：20990, Loss: nan
训练次数：21000, Loss: nan
训练次数：21010, Loss: nan
训练次数：21020, Loss: nan
训练次数：21030, Loss: nan
训练次数：21040, Loss: nan
训练次数：21050, Loss: nan
训练次数：21060, Loss: nan
训练次数：21070, Loss: nan
训练次数：21080, Loss: nan
训练次数：21090, Loss: nan
训练次数：21100, Loss: nan
训练次数：21110, Loss: nan
训练次数：21120, Loss: nan
训练次数：21130, Loss: nan
训练次数：21140, Loss: nan
训练次数：21150, Loss: nan
训练次数：21160, Loss: nan
训练次数：21170, Loss: nan
训练次数：21180, Loss: nan
训练次数：21190, Loss: nan
训练次数：21200, Loss: nan
训练次数：21210, Loss: nan
训练次数：21220, Loss: nan
训练次数：21230, Loss: nan
训练次数：21240, Loss: nan
训练次数：21250, Loss: nan
训练次数：21260, Loss: nan
训练次数：21270, Loss: nan
训练次数：21280, Loss: nan
训练次数：21290, Loss: nan
训练次数：21300, Loss: nan
训练次数：21310, Loss: nan
训练次数：21320, Loss: nan
训练次数：21330, Loss: nan
训练次数：21340, Loss: nan
训练次数：21350, Loss: nan
训练次数：21360, Loss: nan
训练次数：21370, Loss: nan
训练次数：21380, Loss: nan
训练次数：21390, Loss: nan
训练次数：21400, Loss: nan
训练次数：21410, Loss: nan
训练次数：21420, Loss: nan
训练次数：21430, Loss: nan
训练次数：21440, Loss: nan
训练次数：21450, Loss: nan
训练次数：21460, Loss: nan
训练次数：21470, Loss: nan
训练次数：21480, Loss: nan
训练次数：21490, Loss: nan
训练次数：21500, Loss: nan
训练次数：21510, Loss: nan
训练次数：21520, Loss: nan
训练次数：21530, Loss: nan
训练次数：21540, Loss: nan
训练次数：21550, Loss: nan
训练次数：21560, Loss: nan
训练次数：21570, Loss: nan
训练次数：21580, Loss: nan
训练次数：21590, Loss: nan
训练次数：21600, Loss: nan
训练次数：21610, Loss: nan
训练次数：21620, Loss: nan
训练次数：21630, Loss: nan
训练次数：21640, Loss: nan
训练次数：21650, Loss: nan
训练次数：21660, Loss: nan
训练次数：21670, Loss: nan
训练次数：21680, Loss: nan
训练次数：21690, Loss: nan
训练次数：21700, Loss: nan
训练次数：21710, Loss: nan
训练次数：21720, Loss: nan
训练次数：21730, Loss: nan
训练次数：21740, Loss: nan
训练次数：21750, Loss: nan
训练次数：21760, Loss: nan
训练次数：21770, Loss: nan
训练次数：21780, Loss: nan
训练次数：21790, Loss: nan
训练次数：21800, Loss: nan
训练次数：21810, Loss: nan
训练次数：21820, Loss: nan
训练次数：21830, Loss: nan
训练次数：21840, Loss: nan
训练次数：21850, Loss: nan
训练次数：21860, Loss: nan
训练次数：21870, Loss: nan
训练次数：21880, Loss: nan
训练次数：21890, Loss: nan
训练次数：21900, Loss: nan
训练次数：21910, Loss: nan
训练次数：21920, Loss: nan
训练次数：21930, Loss: nan
训练次数：21940, Loss: nan
训练次数：21950, Loss: nan
训练次数：21960, Loss: nan
训练次数：21970, Loss: nan
训练次数：21980, Loss: nan
训练次数：21990, Loss: nan
训练次数：22000, Loss: nan
训练次数：22010, Loss: nan
训练次数：22020, Loss: nan
训练次数：22030, Loss: nan
训练次数：22040, Loss: nan
训练次数：22050, Loss: nan
训练次数：22060, Loss: nan
训练次数：22070, Loss: nan
训练次数：22080, Loss: nan
训练次数：22090, Loss: nan
训练次数：22100, Loss: nan
训练次数：22110, Loss: nan
训练次数：22120, Loss: nan
训练次数：22130, Loss: nan
训练次数：22140, Loss: nan
训练次数：22150, Loss: nan
训练次数：22160, Loss: nan
训练次数：22170, Loss: nan
训练次数：22180, Loss: nan
训练次数：22190, Loss: nan
训练次数：22200, Loss: nan
训练次数：10, Loss: nan
训练次数：20, Loss: nan
训练次数：30, Loss: nan
训练次数：40, Loss: nan
训练次数：50, Loss: nan
训练次数：60, Loss: nan
训练次数：70, Loss: nan
训练次数：80, Loss: nan
训练次数：90, Loss: nan
训练次数：100, Loss: nan
训练次数：110, Loss: nan
训练次数：120, Loss: nan
训练次数：130, Loss: nan
训练次数：140, Loss: nan
训练次数：150, Loss: nan
训练次数：160, Loss: nan
训练次数：170, Loss: nan
训练次数：180, Loss: nan
训练次数：190, Loss: nan
训练次数：200, Loss: nan
训练次数：210, Loss: nan
训练次数：220, Loss: nan
训练次数：230, Loss: nan
训练次数：240, Loss: nan
训练次数：250, Loss: nan
训练次数：260, Loss: nan
训练次数：270, Loss: nan
训练次数：280, Loss: nan
训练次数：290, Loss: nan
训练次数：300, Loss: nan
训练次数：310, Loss: nan
训练次数：320, Loss: nan
训练次数：330, Loss: nan
训练次数：340, Loss: nan
训练次数：350, Loss: nan
训练次数：360, Loss: nan
训练次数：370, Loss: nan
训练次数：380, Loss: nan
训练次数：390, Loss: nan
训练次数：400, Loss: nan
训练次数：410, Loss: nan
训练次数：420, Loss: nan
训练次数：430, Loss: nan
训练次数：440, Loss: nan
训练次数：450, Loss: nan
训练次数：460, Loss: nan
训练次数：470, Loss: nan
训练次数：480, Loss: nan
训练次数：490, Loss: nan
训练次数：500, Loss: nan
训练次数：510, Loss: nan
训练次数：520, Loss: nan
训练次数：530, Loss: nan
训练次数：540, Loss: nan
训练次数：550, Loss: nan
训练次数：560, Loss: nan
训练次数：570, Loss: nan
训练次数：580, Loss: nan
训练次数：590, Loss: nan
训练次数：600, Loss: nan
训练次数：610, Loss: nan
训练次数：620, Loss: nan
训练次数：630, Loss: nan
训练次数：640, Loss: nan
训练次数：650, Loss: nan
训练次数：660, Loss: nan
训练次数：670, Loss: nan
训练次数：680, Loss: nan
训练次数：690, Loss: nan
训练次数：700, Loss: nan
训练次数：710, Loss: nan
训练次数：720, Loss: nan
训练次数：730, Loss: nan
训练次数：740, Loss: nan
训练次数：750, Loss: nan
训练次数：760, Loss: nan
训练次数：770, Loss: nan
训练次数：780, Loss: nan
训练次数：790, Loss: nan
训练次数：800, Loss: nan
训练次数：810, Loss: nan
训练次数：820, Loss: nan
训练次数：830, Loss: nan
训练次数：840, Loss: nan
训练次数：850, Loss: nan
训练次数：860, Loss: nan
训练次数：870, Loss: nan
训练次数：880, Loss: nan
训练次数：890, Loss: nan
训练次数：900, Loss: nan
训练次数：910, Loss: nan
训练次数：920, Loss: nan
训练次数：930, Loss: nan
训练次数：940, Loss: nan
训练次数：950, Loss: nan
训练次数：960, Loss: nan
训练次数：970, Loss: nan
训练次数：980, Loss: nan
训练次数：990, Loss: nan
训练次数：1000, Loss: nan
训练次数：1010, Loss: nan
训练次数：1020, Loss: nan
训练次数：1030, Loss: nan
训练次数：1040, Loss: nan
训练次数：1050, Loss: nan
训练次数：1060, Loss: nan
训练次数：1070, Loss: nan
训练次数：1080, Loss: nan
训练次数：1090, Loss: nan
训练次数：1100, Loss: nan
训练次数：1110, Loss: nan
训练次数：1120, Loss: nan
训练次数：1130, Loss: nan
训练次数：1140, Loss: nan
训练次数：1150, Loss: nan
训练次数：1160, Loss: nan
训练次数：1170, Loss: nan
训练次数：1180, Loss: nan
训练次数：1190, Loss: nan
训练次数：1200, Loss: nan
训练次数：1210, Loss: nan
训练次数：1220, Loss: nan
训练次数：1230, Loss: nan
训练次数：1240, Loss: nan
训练次数：1250, Loss: nan
训练次数：1260, Loss: nan
训练次数：1270, Loss: nan
训练次数：1280, Loss: nan
训练次数：1290, Loss: nan
训练次数：1300, Loss: nan
训练次数：1310, Loss: nan
训练次数：1320, Loss: nan
训练次数：1330, Loss: nan
训练次数：1340, Loss: nan
训练次数：1350, Loss: nan
训练次数：1360, Loss: nan
训练次数：1370, Loss: nan
训练次数：1380, Loss: nan
训练次数：1390, Loss: nan
训练次数：1400, Loss: nan
训练次数：1410, Loss: nan
训练次数：1420, Loss: nan
训练次数：1430, Loss: nan
训练次数：1440, Loss: nan
训练次数：1450, Loss: nan
训练次数：1460, Loss: nan
训练次数：1470, Loss: nan
训练次数：1480, Loss: nan
训练次数：1490, Loss: nan
训练次数：1500, Loss: nan
训练次数：1510, Loss: nan
训练次数：1520, Loss: nan
训练次数：1530, Loss: nan
训练次数：1540, Loss: nan
训练次数：1550, Loss: nan
训练次数：1560, Loss: nan
训练次数：1570, Loss: nan
训练次数：1580, Loss: nan
训练次数：1590, Loss: nan
训练次数：1600, Loss: nan
训练次数：1610, Loss: nan
训练次数：1620, Loss: nan
训练次数：1630, Loss: nan
训练次数：1640, Loss: nan
训练次数：1650, Loss: nan
训练次数：1660, Loss: nan
训练次数：1670, Loss: nan
训练次数：1680, Loss: nan
训练次数：1690, Loss: nan
训练次数：1700, Loss: nan
训练次数：1710, Loss: nan
训练次数：1720, Loss: nan
训练次数：1730, Loss: nan
训练次数：1740, Loss: nan
训练次数：1750, Loss: nan
训练次数：1760, Loss: nan
训练次数：1770, Loss: nan
训练次数：1780, Loss: nan
训练次数：1790, Loss: nan
训练次数：1800, Loss: nan
训练次数：1810, Loss: nan
训练次数：1820, Loss: nan
训练次数：1830, Loss: nan
训练次数：1840, Loss: nan
训练次数：1850, Loss: nan
训练次数：1860, Loss: nan
训练次数：1870, Loss: nan
训练次数：1880, Loss: nan
训练次数：1890, Loss: nan
训练次数：1900, Loss: nan
训练次数：1910, Loss: nan
训练次数：1920, Loss: nan
训练次数：1930, Loss: nan
训练次数：1940, Loss: nan
训练次数：1950, Loss: nan
训练次数：1960, Loss: nan
训练次数：1970, Loss: nan
训练次数：1980, Loss: nan
训练次数：1990, Loss: nan
训练次数：2000, Loss: nan
训练次数：2010, Loss: nan
训练次数：2020, Loss: nan
训练次数：2030, Loss: nan
训练次数：2040, Loss: nan
训练次数：2050, Loss: nan
训练次数：2060, Loss: nan
训练次数：2070, Loss: nan
训练次数：2080, Loss: nan
训练次数：2090, Loss: nan
训练次数：2100, Loss: nan
训练次数：2110, Loss: nan
训练次数：2120, Loss: nan
训练次数：2130, Loss: nan
训练次数：2140, Loss: nan
训练次数：2150, Loss: nan
训练次数：2160, Loss: nan
训练次数：2170, Loss: nan
训练次数：2180, Loss: nan
训练次数：2190, Loss: nan
训练次数：2200, Loss: nan
训练次数：2210, Loss: nan
训练次数：2220, Loss: nan
训练次数：2230, Loss: nan
训练次数：2240, Loss: nan
训练次数：2250, Loss: nan
训练次数：2260, Loss: nan
训练次数：2270, Loss: nan
训练次数：2280, Loss: nan
训练次数：2290, Loss: nan
训练次数：2300, Loss: nan
训练次数：2310, Loss: nan
训练次数：2320, Loss: nan
训练次数：2330, Loss: nan
训练次数：2340, Loss: nan
训练次数：2350, Loss: nan
训练次数：2360, Loss: nan
训练次数：2370, Loss: nan
训练次数：2380, Loss: nan
训练次数：2390, Loss: nan
训练次数：2400, Loss: nan
训练次数：2410, Loss: nan
训练次数：2420, Loss: nan
训练次数：2430, Loss: nan
训练次数：2440, Loss: nan
训练次数：2450, Loss: nan
训练次数：2460, Loss: nan
训练次数：2470, Loss: nan
训练次数：2480, Loss: nan
训练次数：2490, Loss: nan
训练次数：2500, Loss: nan
训练次数：2510, Loss: nan
训练次数：2520, Loss: nan
训练次数：2530, Loss: nan
训练次数：2540, Loss: nan
训练次数：2550, Loss: nan
训练次数：2560, Loss: nan
训练次数：2570, Loss: nan
训练次数：2580, Loss: nan
训练次数：2590, Loss: nan
训练次数：2600, Loss: nan
训练次数：2610, Loss: nan
训练次数：2620, Loss: nan
训练次数：2630, Loss: nan
训练次数：2640, Loss: nan
训练次数：2650, Loss: nan
训练次数：2660, Loss: nan
训练次数：2670, Loss: nan
训练次数：2680, Loss: nan
训练次数：2690, Loss: nan
训练次数：2700, Loss: nan
训练次数：2710, Loss: nan
训练次数：2720, Loss: nan
训练次数：2730, Loss: nan
训练次数：2740, Loss: nan
训练次数：2750, Loss: nan
训练次数：2760, Loss: nan
训练次数：2770, Loss: nan
训练次数：2780, Loss: nan
训练次数：2790, Loss: nan
训练次数：2800, Loss: nan
训练次数：2810, Loss: nan
训练次数：2820, Loss: nan
训练次数：2830, Loss: nan
训练次数：2840, Loss: nan
训练次数：2850, Loss: nan
训练次数：2860, Loss: nan
训练次数：2870, Loss: nan
训练次数：2880, Loss: nan
训练次数：2890, Loss: nan
训练次数：2900, Loss: nan
训练次数：2910, Loss: nan
训练次数：2920, Loss: nan
训练次数：2930, Loss: nan
训练次数：2940, Loss: nan
训练次数：2950, Loss: nan
训练次数：2960, Loss: nan
训练次数：2970, Loss: nan
训练次数：2980, Loss: nan
训练次数：2990, Loss: nan
训练次数：3000, Loss: nan
训练次数：3010, Loss: nan
训练次数：3020, Loss: nan
训练次数：3030, Loss: nan
训练次数：3040, Loss: nan
训练次数：3050, Loss: nan
训练次数：3060, Loss: nan
训练次数：3070, Loss: nan
训练次数：3080, Loss: nan
训练次数：3090, Loss: nan
训练次数：3100, Loss: nan
训练次数：3110, Loss: nan
训练次数：3120, Loss: nan
训练次数：3130, Loss: nan
训练次数：3140, Loss: nan
训练次数：3150, Loss: nan
训练次数：3160, Loss: nan
训练次数：3170, Loss: nan
训练次数：3180, Loss: nan
训练次数：3190, Loss: nan
训练次数：3200, Loss: nan
训练次数：3210, Loss: nan
训练次数：3220, Loss: nan
训练次数：3230, Loss: nan
训练次数：3240, Loss: nan
训练次数：3250, Loss: nan
训练次数：3260, Loss: nan
训练次数：3270, Loss: nan
训练次数：3280, Loss: nan
训练次数：3290, Loss: nan
训练次数：3300, Loss: nan
训练次数：3310, Loss: nan
训练次数：3320, Loss: nan
训练次数：3330, Loss: nan
训练次数：3340, Loss: nan
训练次数：3350, Loss: nan
训练次数：3360, Loss: nan
训练次数：3370, Loss: nan
训练次数：3380, Loss: nan
训练次数：3390, Loss: nan
训练次数：3400, Loss: nan
训练次数：3410, Loss: nan
训练次数：3420, Loss: nan
训练次数：3430, Loss: nan
训练次数：3440, Loss: nan
训练次数：3450, Loss: nan
训练次数：3460, Loss: nan
训练次数：3470, Loss: nan
训练次数：3480, Loss: nan
训练次数：3490, Loss: nan
训练次数：3500, Loss: nan
训练次数：3510, Loss: nan
训练次数：3520, Loss: nan
训练次数：3530, Loss: nan
训练次数：3540, Loss: nan
训练次数：3550, Loss: nan
训练次数：3560, Loss: nan
训练次数：3570, Loss: nan
训练次数：3580, Loss: nan
训练次数：3590, Loss: nan
训练次数：3600, Loss: nan
训练次数：3610, Loss: nan
训练次数：3620, Loss: nan
训练次数：3630, Loss: nan
训练次数：3640, Loss: nan
训练次数：3650, Loss: nan
训练次数：3660, Loss: nan
训练次数：3670, Loss: nan
训练次数：3680, Loss: nan
训练次数：3690, Loss: nan
训练次数：3700, Loss: nan
训练次数：3710, Loss: nan
训练次数：3720, Loss: nan
训练次数：3730, Loss: nan
训练次数：3740, Loss: nan
训练次数：3750, Loss: nan
训练次数：3760, Loss: nan
训练次数：3770, Loss: nan
训练次数：3780, Loss: nan
训练次数：3790, Loss: nan
训练次数：3800, Loss: nan
训练次数：3810, Loss: nan
训练次数：3820, Loss: nan
训练次数：3830, Loss: nan
训练次数：3840, Loss: nan
训练次数：3850, Loss: nan
训练次数：3860, Loss: nan
训练次数：3870, Loss: nan
训练次数：3880, Loss: nan
训练次数：3890, Loss: nan
训练次数：3900, Loss: nan
训练次数：3910, Loss: nan
训练次数：3920, Loss: nan
训练次数：3930, Loss: nan
训练次数：3940, Loss: nan
训练次数：3950, Loss: nan
训练次数：3960, Loss: nan
训练次数：3970, Loss: nan
训练次数：3980, Loss: nan
训练次数：3990, Loss: nan
训练次数：4000, Loss: nan
训练次数：4010, Loss: nan
训练次数：4020, Loss: nan
训练次数：4030, Loss: nan
训练次数：4040, Loss: nan
训练次数：4050, Loss: nan
训练次数：4060, Loss: nan
训练次数：4070, Loss: nan
训练次数：4080, Loss: nan
训练次数：4090, Loss: nan
训练次数：4100, Loss: nan
训练次数：4110, Loss: nan
训练次数：4120, Loss: nan
训练次数：4130, Loss: nan
训练次数：4140, Loss: nan
训练次数：4150, Loss: nan
训练次数：4160, Loss: nan
训练次数：4170, Loss: nan
训练次数：4180, Loss: nan
训练次数：4190, Loss: nan
训练次数：4200, Loss: nan
训练次数：4210, Loss: nan
训练次数：4220, Loss: nan
训练次数：4230, Loss: nan
训练次数：4240, Loss: nan
训练次数：4250, Loss: nan
训练次数：4260, Loss: nan
训练次数：4270, Loss: nan
训练次数：4280, Loss: nan
训练次数：4290, Loss: nan
训练次数：4300, Loss: nan
训练次数：4310, Loss: nan
训练次数：4320, Loss: nan
训练次数：4330, Loss: nan
训练次数：4340, Loss: nan
训练次数：4350, Loss: nan
训练次数：4360, Loss: nan
训练次数：4370, Loss: nan
训练次数：4380, Loss: nan
训练次数：4390, Loss: nan
训练次数：4400, Loss: nan
训练次数：4410, Loss: nan
训练次数：4420, Loss: nan
训练次数：4430, Loss: nan
训练次数：4440, Loss: nan
训练次数：4450, Loss: nan
训练次数：4460, Loss: nan
训练次数：4470, Loss: nan
训练次数：4480, Loss: nan
训练次数：4490, Loss: nan
训练次数：4500, Loss: nan
训练次数：4510, Loss: nan
训练次数：4520, Loss: nan
训练次数：4530, Loss: nan
训练次数：4540, Loss: nan
训练次数：4550, Loss: nan
训练次数：4560, Loss: nan
训练次数：4570, Loss: nan
训练次数：4580, Loss: nan
训练次数：4590, Loss: nan
训练次数：4600, Loss: nan
训练次数：4610, Loss: nan
训练次数：4620, Loss: nan
训练次数：4630, Loss: nan
训练次数：4640, Loss: nan
训练次数：4650, Loss: nan
训练次数：4660, Loss: nan
训练次数：4670, Loss: nan
训练次数：4680, Loss: nan
训练次数：4690, Loss: nan
训练次数：4700, Loss: nan
训练次数：4710, Loss: nan
训练次数：4720, Loss: nan
训练次数：4730, Loss: nan
训练次数：4740, Loss: nan
训练次数：4750, Loss: nan
训练次数：4760, Loss: nan
训练次数：4770, Loss: nan
训练次数：4780, Loss: nan
训练次数：4790, Loss: nan
训练次数：4800, Loss: nan
训练次数：4810, Loss: nan
训练次数：4820, Loss: nan
训练次数：4830, Loss: nan
训练次数：4840, Loss: nan
训练次数：4850, Loss: nan
训练次数：4860, Loss: nan
训练次数：4870, Loss: nan
训练次数：4880, Loss: nan
训练次数：4890, Loss: nan
训练次数：4900, Loss: nan
训练次数：4910, Loss: nan
训练次数：4920, Loss: nan
训练次数：4930, Loss: nan
训练次数：4940, Loss: nan
训练次数：4950, Loss: nan
训练次数：4960, Loss: nan
训练次数：4970, Loss: nan
训练次数：4980, Loss: nan
训练次数：4990, Loss: nan
训练次数：5000, Loss: nan
训练次数：5010, Loss: nan
训练次数：5020, Loss: nan
训练次数：5030, Loss: nan
训练次数：5040, Loss: nan
训练次数：5050, Loss: nan
训练次数：5060, Loss: nan
训练次数：5070, Loss: nan
训练次数：5080, Loss: nan
训练次数：5090, Loss: nan
训练次数：5100, Loss: nan
训练次数：5110, Loss: nan
训练次数：5120, Loss: nan
训练次数：5130, Loss: nan
训练次数：5140, Loss: nan
训练次数：5150, Loss: nan
训练次数：5160, Loss: nan
训练次数：5170, Loss: nan
训练次数：5180, Loss: nan
训练次数：5190, Loss: nan
训练次数：5200, Loss: nan
训练次数：5210, Loss: nan
训练次数：5220, Loss: nan
训练次数：5230, Loss: nan
训练次数：5240, Loss: nan
训练次数：5250, Loss: nan
训练次数：5260, Loss: nan
训练次数：5270, Loss: nan
训练次数：5280, Loss: nan
训练次数：5290, Loss: nan
训练次数：5300, Loss: nan
训练次数：5310, Loss: nan
训练次数：5320, Loss: nan
训练次数：5330, Loss: nan
训练次数：5340, Loss: nan
训练次数：5350, Loss: nan
训练次数：5360, Loss: nan
训练次数：5370, Loss: nan
训练次数：5380, Loss: nan
训练次数：5390, Loss: nan
训练次数：5400, Loss: nan
训练次数：5410, Loss: nan
训练次数：5420, Loss: nan
训练次数：5430, Loss: nan
训练次数：5440, Loss: nan
训练次数：5450, Loss: nan
训练次数：5460, Loss: nan
训练次数：5470, Loss: nan
训练次数：5480, Loss: nan
训练次数：5490, Loss: nan
训练次数：5500, Loss: nan
训练次数：5510, Loss: nan
训练次数：5520, Loss: nan
训练次数：5530, Loss: nan
训练次数：5540, Loss: nan
训练次数：5550, Loss: nan
训练次数：5560, Loss: nan
训练次数：5570, Loss: nan
训练次数：5580, Loss: nan
训练次数：5590, Loss: nan
训练次数：5600, Loss: nan
训练次数：5610, Loss: nan
训练次数：5620, Loss: nan
训练次数：5630, Loss: nan
训练次数：5640, Loss: nan
训练次数：5650, Loss: nan
训练次数：5660, Loss: nan
训练次数：5670, Loss: nan
训练次数：5680, Loss: nan
训练次数：5690, Loss: nan
训练次数：5700, Loss: nan
训练次数：5710, Loss: nan
训练次数：5720, Loss: nan
训练次数：5730, Loss: nan
训练次数：5740, Loss: nan
训练次数：5750, Loss: nan
训练次数：5760, Loss: nan
训练次数：5770, Loss: nan
训练次数：5780, Loss: nan
训练次数：5790, Loss: nan
训练次数：5800, Loss: nan
训练次数：5810, Loss: nan
训练次数：5820, Loss: nan
训练次数：5830, Loss: nan
训练次数：5840, Loss: nan
训练次数：5850, Loss: nan
训练次数：5860, Loss: nan
训练次数：5870, Loss: nan
训练次数：5880, Loss: nan
训练次数：5890, Loss: nan
训练次数：5900, Loss: nan
训练次数：5910, Loss: nan
训练次数：5920, Loss: nan
训练次数：5930, Loss: nan
训练次数：5940, Loss: nan
训练次数：5950, Loss: nan
训练次数：5960, Loss: nan
训练次数：5970, Loss: nan
训练次数：5980, Loss: nan
训练次数：5990, Loss: nan
训练次数：6000, Loss: nan
训练次数：6010, Loss: nan
训练次数：6020, Loss: nan
训练次数：6030, Loss: nan
训练次数：6040, Loss: nan
训练次数：6050, Loss: nan
训练次数：6060, Loss: nan
训练次数：6070, Loss: nan
训练次数：6080, Loss: nan
训练次数：6090, Loss: nan
训练次数：6100, Loss: nan
训练次数：6110, Loss: nan
训练次数：6120, Loss: nan
训练次数：6130, Loss: nan
训练次数：6140, Loss: nan
训练次数：6150, Loss: nan
训练次数：6160, Loss: nan
训练次数：6170, Loss: nan
训练次数：6180, Loss: nan
训练次数：6190, Loss: nan
训练次数：6200, Loss: nan
训练次数：6210, Loss: nan
训练次数：6220, Loss: nan
训练次数：6230, Loss: nan
训练次数：6240, Loss: nan
